3.9E+00  1.1E+14  0.0E+00  GAN600X 
4.1E+00  1.3E+11  1.0E-01  GPH601Z 
3.9E+00  4.0E+13  1.0E-01  GHN600N 
3.3E+00  6.0E+11  1.0E-01  GHN5003 
3.4E+00  4.7E+12  1.0E-01  GHH5009 
3.4E+00  2.9E+10  1.0E-01  GHN600D 
3.7E+00  8.5E+11  1.0E-01  GGH600C 
4.0E+00  3.1E+09  1.0E-01  GPH600f 
3.3E+00  1.7E+10  1.0E-01  GHN500D 
3.4E+00  3.2E+11  1.0E-01  GAH500Z 
3.6E+00  1.2E+11  1.0E-01  GGH500j 
3.9E+00  4.7E+08  1.0E-01  GPH500b 
3.3E+00  3.7E+05  0.0E+00  GNN4006 
3.0E+00  1.4E+08  1.0E-01  GHN400A 
3.3E+00  1.4E+09  0.0E+00  GND600Z 
3.1E+00  5.8E+06  0.0E+00  GND600J 
3.4E+00  2.8E+08  1.0E-01  GGN600E 
2.9E+00  2.2E+07  0.0E+00  GND4002 
3.0E+00  7.7E+08  0.0E+00  GAN4000 
3.2E+00  3.0E+08  1.0E-01  GGN4000 
3.5E+00  1.1E+06  1.0E-01  GPN4000 
3.5E+00  1.2E+09  0.0E+00  GNN500P 
3.3E+00  4.3E+09  1.0E-01  GHN500B 
3.3E+00  6.3E+09  0.0E+00  GND600M 
3.4E+00  1.6E+11  0.0E+00  GAN6006 
3.5E+00  6.3E+10  1.0E-01  GGN6003 
3.9E+00  2.3E+08  1.0E-01  GPN6003 
